Time	Sin	Left_Hand_X	Right_Hand_X	Left_Hand_Y	Right_Hand_Y	Left_Grip	Right_Grip
1.464	0.999289473	14.32	10.4	24.99644736	19.5	0	300
1.468	0.999438582	14.33142857	10.4	24.99719291	19.5	0	300
1.472	0.999570155	14.34285714	10.4	24.99785077	19.5	0	300
1.476	0.999684189	14.35428571	10.4	24.99842095	19.5	0	300
1.48	0.999780683	14.36571429	10.4	24.99890342	19.5	0	300
1.484	0.999859636	14.37714286	10.4	24.99929818	19.5	0	300
1.488	0.999921044	14.38857143	10.4	24.99960522	19.5	0	300
1.492	0.999964908	14.4	10.4	24.99982454	19.5	0	300
1.496	0.999991227	14.41142857	10.4	24.99995614	19.5	0	300
1.5	1	14.42285714	10.4	25	19.5	0	300
1.504	0.999991227	14.43428571	10.4	24.99995614	19.5	0	300
1.508	0.999964908	14.44571429	10.4	24.99982454	19.5	0	300
1.512	0.999921044	14.45714286	10.4	24.99960522	19.5	0	300
1.516	0.999859636	14.46857143	10.4	24.99929818	19.5	0	300
1.52	0.999780683	14.48	10.4	24.99890342	19.5	0	300
1.524	0.999684189	14.49142857	10.4	24.99842095	19.5	0	300
1.528	0.999570155	14.50285714	10.4	24.99785077	19.5	0	300
1.532	0.999438582	14.51428571	10.4	24.99719291	19.5	0	300
1.536	0.999289473	14.52571429	10.4	24.99644736	19.5	0	300
1.54	0.99912283	14.53714286	10.4	24.99561415	19.5	0	300
1.544	0.998938657	14.54857143	10.4	24.99469329	19.5	0	300
1.548	0.998736957	14.56	10.4	24.99368478	19.5	0	300
1.552	0.998517732	14.57142857	10.4	24.99258866	19.5	0	300
1.556	0.998280988	14.58285714	10.4	24.99140494	19.5	0	300
1.56	0.998026728	14.59428571	10.4	24.99013364	19.5	0	300
1.564	0.997754957	14.60571429	10.4	24.98877479	19.5	0	300
1.568	0.997465679	14.61714286	10.4	24.9873284	19.5	0	300
1.572	0.9971589	14.62857143	10.4	24.9857945	19.5	0	300
1.576	0.996834625	14.64	10.4	24.98417312	19.5	0	300
1.58	0.996492859	14.65142857	10.4	24.9824643	19.5	0	300
1.584	0.996133609	14.66285714	10.4	24.98066805	19.5	0	300
1.588	0.995756881	14.67428571	10.4	24.9787844	19.5	0	300
1.592	0.995362681	14.68571429	10.4	24.97681341	19.5	0	300
1.596	0.994951017	14.69714286	10.4	24.97475508	19.5	0	300
1.6	0.994521895	14.70857143	10.4	24.97260948	19.5	0	300
